outcome,spec,sample,se_type,term,year,reference_year,estimate,std.error,statistic,p.value,n_obs,n_cz,controls,label,spec_label
rep_2party_share,core_controls,main_1972_start,cluster_cz,es_1980,1980,1988,-2.34973280573932e-4,0.0013056296323782862,-0.17996932265233093,0.8572272199735631,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican two-party share,Core controls
rep_2party_share,core_controls,main_1972_start,cluster_cz,es_1984,1984,1988,1.8684683446618068e-4,5.67989035186267e-4,0.3289620448481121,0.742279905383703,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican two-party share,Core controls
rep_2party_share,core_controls,main_1972_start,cluster_cz,es_1992,1992,1988,-0.0017202760030764837,6.735110232039128e-4,-2.5541913106233625,0.010847957206846486,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican two-party share,Core controls
rep_2party_share,core_controls,main_1972_start,cluster_cz,es_1996,1996,1988,-0.0019424483748584289,0.0012968759956127087,-1.4977903681074147,0.13462537671828667,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican two-party share,Core controls
rep_2party_share,core_controls,main_1972_start,cluster_cz,es_2000,2000,1988,-0.0014510756587384514,0.0014368748319505396,-1.0098831341966192,0.31289007025951615,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican two-party share,Core controls
rep_2party_share,core_controls,main_1972_start,cluster_cz,es_2004,2004,1988,-0.0014346865316034211,0.0012042987298085189,-1.1913045294264601,0.23392607050098563,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican two-party share,Core controls
rep_2party_share,core_controls,main_1972_start,cluster_cz,es_2008,2008,1988,4.965894771332868e-4,0.0013494482464904759,0.3679944587906741,0.7129853731154916,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican two-party share,Core controls
rep_2party_share,core_controls,main_1972_start,cluster_cz,es_2012,2012,1988,5.185289849391852e-4,0.0014430318829870392,0.3593330064654174,0.7194511961450186,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican two-party share,Core controls
rep_2party_share,core_controls,main_1972_start,cluster_cz,es_2016,2016,1988,4.1335329537153234e-4,0.001245478452340325,0.3318831366330087,0.7400739561321936,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican two-party share,Core controls
rep_2party_share,core_controls,main_1972_start,cluster_cz,es_2020,2020,1988,1.1784379489479264e-4,0.0013471717107412632,0.08747496251235165,0.9303182747060401,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Republican two-party share,Core controls
rep_2party_share,full_controls,main_1972_start,cluster_cz,es_1972,1972,1988,9.7856417682132e-4,0.0012093395650547888,0.809172382263857,0.41868293829151126,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Republican two-party share,Full controls
rep_2party_share,full_controls,main_1972_start,cluster_cz,es_1976,1976,1988,-0.0018883325198318273,0.0014484780302848118,-1.3036666627663849,0.19276335550718637,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Republican two-party share,Full controls
rep_2party_share,full_controls,main_1972_start,cluster_cz,es_1980,1980,1988,-6.56349960876248e-4,0.0011277176513264644,-0.582016216651592,0.5607376939204121,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Republican two-party share,Full controls
rep_2party_share,full_controls,main_1972_start,cluster_cz,es_1984,1984,1988,-1.459811503294788e-4,5.7244541763326e-4,-0.25501322192957504,0.7987856097566168,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Republican two-party share,Full controls
rep_2party_share,full_controls,main_1972_start,cluster_cz,es_1992,1992,1988,-0.0020339467953894427,7.052279620138355e-4,-2.884098341168072,0.004042379499561351,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Republican two-party share,Full controls
rep_2party_share,full_controls,main_1972_start,cluster_cz,es_1996,1996,1988,-0.0033191752886078535,0.0012272163299101755,-2.704637485430785,0.006999242185204351,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Republican two-party share,Full controls
rep_2party_share,full_controls,main_1972_start,cluster_cz,es_2000,2000,1988,-0.003417872390330365,0.0014060837635161039,-2.430774381309624,0.015309405177915151,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Republican two-party share,Full controls
rep_2party_share,full_controls,main_1972_start,cluster_cz,es_2004,2004,1988,-0.002988504625007055,0.0013008217143838467,-2.297397554147229,0.021881699897368045,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Republican two-party share,Full controls
rep_2party_share,full_controls,main_1972_start,cluster_cz,es_2008,2008,1988,-8.446344741540202e-4,0.0014831551825283038,-0.5694848955145674,0.5692044940450876,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Republican two-party share,Full controls
rep_2party_share,full_controls,main_1972_start,cluster_cz,es_2012,2012,1988,-8.725496122642847e-4,0.0016354400463354176,-0.5335258936696788,0.593834020346051,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Republican two-party share,Full controls
rep_2party_share,full_controls,main_1972_start,cluster_cz,es_2016,2016,1988,-6.06278149118256e-4,0.0014129631034448765,-0.4290827889561438,0.6679911543395773,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Republican two-party share,Full controls
rep_2party_share,full_controls,main_1972_start,cluster_cz,es_2020,2020,1988,-8.821124263984487e-4,0.0014277408976387798,-0.6178378919153328,0.5368772976705893,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Republican two-party share,Full controls
dem_2party_share,minimal,main_1972_start,cluster_cz,es_1972,1972,1988,-7.595294411463782e-5,9.496074134212072e-4,-0.07998352060142162,0.9362725573609165,9386,722,none,Democratic two-party share,Minimal
dem_2party_share,minimal,main_1972_start,cluster_cz,es_1976,1976,1988,0.0037004899227663134,0.0019968914116784337,1.8531252631588842,0.0642727807944006,9386,722,none,Democratic two-party share,Minimal
dem_2party_share,minimal,main_1972_start,cluster_cz,es_1980,1980,1988,0.0036292437063248544,0.001924493073818726,1.8858180139476584,0.05972123188528044,9386,722,none,Democratic two-party share,Minimal
dem_2party_share,minimal,main_1972_start,cluster_cz,es_1984,1984,1988,3.1302450044068137e-4,6.698245547111125e-4,0.46732311952296995,0.6404099180007448,9386,722,none,Democratic two-party share,Minimal
dem_2party_share,minimal,main_1972_start,cluster_cz,es_1992,1992,1988,0.0016389485811667548,6.223277923966922e-4,2.633577675930043,0.00863017431075373,9386,722,none,Democratic two-party share,Minimal
dem_2party_share,minimal,main_1972_start,cluster_cz,es_1996,1996,1988,0.0011880157483672516,0.0010798636749203515,1.1001534508093136,0.27163244608562215,9386,722,none,Democratic two-party share,Minimal
dem_2party_share,minimal,main_1972_start,cluster_cz,es_2000,2000,1988,5.508854662845519e-4,0.00157317351488269,0.3501746381266982,0.7263099102127033,9386,722,none,Democratic two-party share,Minimal
dem_2party_share,minimal,main_1972_start,cluster_cz,es_2004,2004,1988,2.494381717832112e-4,0.0017085050935792736,0.1459979093539866,0.8839638469198179,9386,722,none,Democratic two-party share,Minimal
dem_2party_share,minimal,main_1972_start,cluster_cz,es_2008,2008,1988,-0.0010214091496931216,0.0020677222876757436,-0.4939779175283993,0.621472226922123,9386,722,none,Democratic two-party share,Minimal
dem_2party_share,minimal,main_1972_start,cluster_cz,es_2012,2012,1988,-0.0015134126629345714,0.002449136696062792,-0.6179371961424279,0.5368118701241313,9386,722,none,Democratic two-party share,Minimal
dem_2party_share,minimal,main_1972_start,cluster_cz,es_2016,2016,1988,-0.004182809078082009,0.0034357885022875383,-1.217423329549274,0.22384148992246736,9386,722,none,Democratic two-party share,Minimal
dem_2party_share,minimal,main_1972_start,cluster_cz,es_2020,2020,1988,-0.004371815215534187,0.003098078006717952,-1.4111378751775232,0.15863530946104953,9386,722,none,Democratic two-party share,Minimal
dem_2party_share,core_controls,main_1972_start,cluster_cz,es_1972,1972,1988,-0.0010276885494169127,0.0012532354586519475,-0.8200283053931093,0.41247097579204994,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Democratic two-party share,Core controls
dem_2party_share,core_controls,main_1972_start,cluster_cz,es_1976,1976,1988,0.002528896747420052,0.0014641076860224032,1.7272614381872426,0.08454898596874393,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Democratic two-party share,Core controls
dem_2party_share,core_controls,main_1972_start,cluster_cz,es_1980,1980,1988,2.3497328057394328e-4,0.0013056296323782897,0.1799693226523391,0.8572272199735567,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Democratic two-party share,Core controls
dem_2party_share,core_controls,main_1972_start,cluster_cz,es_1984,1984,1988,-1.868468344661642e-4,5.679890351862709e-4,-0.32896204484808084,0.7422799053837266,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Democratic two-party share,Core controls
dem_2party_share,core_controls,main_1972_start,cluster_cz,es_1992,1992,1988,0.0017202760030764989,6.735110232039105e-4,2.5541913106233936,0.010847957206845537,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Democratic two-party share,Core controls
dem_2party_share,core_controls,main_1972_start,cluster_cz,es_1996,1996,1988,0.0019424483748584518,0.001296875995612706,1.4977903681074354,0.13462537671828134,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Democratic two-party share,Core controls
dem_2party_share,core_controls,main_1972_start,cluster_cz,es_2000,2000,1988,0.0014510756587384679,0.0014368748319505394,1.0098831341966308,0.31289007025951066,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Democratic two-party share,Core controls
dem_2party_share,core_controls,main_1972_start,cluster_cz,es_2004,2004,1988,0.0014346865316034467,0.0012042987298085213,1.191304529426479,0.23392607050097813,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Democratic two-party share,Core controls
dem_2party_share,core_controls,main_1972_start,cluster_cz,es_2008,2008,1988,-4.965894771332626e-4,0.001349448246490476,-0.36799445879065606,0.712985373115505,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Democratic two-party share,Core controls
dem_2party_share,core_controls,main_1972_start,cluster_cz,es_2012,2012,1988,-5.185289849391778e-4,0.0014430318829870372,-0.3593330064654128,0.719451196145022,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Democratic two-party share,Core controls
dem_2party_share,core_controls,main_1972_start,cluster_cz,es_2016,2016,1988,-4.1335329537152367e-4,0.0012454784523403253,-0.3318831366330017,0.7400739561321991,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Democratic two-party share,Core controls
dem_2party_share,core_controls,main_1972_start,cluster_cz,es_2020,2020,1988,-1.1784379489477789e-4,0.0013471717107412658,-0.08747496251234053,0.930318274706049,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn,Democratic two-party share,Core controls
dem_2party_share,full_controls,main_1972_start,cluster_cz,es_1972,1972,1988,-9.785641768212958e-4,0.0012093395650547845,-0.8091723822638398,0.41868293829152115,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Democratic two-party share,Full controls
dem_2party_share,full_controls,main_1972_start,cluster_cz,es_1976,1976,1988,0.0018883325198318299,0.0014484780302848155,1.3036666627663835,0.19276335550718687,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Democratic two-party share,Full controls
dem_2party_share,full_controls,main_1972_start,cluster_cz,es_1980,1980,1988,6.563499608762645e-4,0.0011277176513264631,0.5820162166516073,0.5607376939204018,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Democratic two-party share,Full controls
dem_2party_share,full_controls,main_1972_start,cluster_cz,es_1984,1984,1988,1.459811503295022e-4,5.724454176332603e-4,0.2550132219296158,0.7987856097565854,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Democratic two-party share,Full controls
dem_2party_share,full_controls,main_1972_start,cluster_cz,es_1992,1992,1988,0.0020339467953894496,7.052279620138293e-4,2.884098341168107,0.004042379499560905,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Democratic two-party share,Full controls
dem_2party_share,full_controls,main_1972_start,cluster_cz,es_1996,1996,1988,0.0033191752886078665,0.0012272163299101697,2.7046374854308084,0.006999242185203861,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Democratic two-party share,Full controls
dem_2party_share,full_controls,main_1972_start,cluster_cz,es_2000,2000,1988,0.0034178723903303815,0.0014060837635160995,2.430774381309643,0.01530940517791436,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Democratic two-party share,Full controls
dem_2party_share,full_controls,main_1972_start,cluster_cz,es_2004,2004,1988,0.0029885046250070655,0.0013008217143838465,2.2973975541472376,0.02188169989736757,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Democratic two-party share,Full controls
dem_2party_share,full_controls,main_1972_start,cluster_cz,es_2008,2008,1988,8.446344741540506e-4,0.0014831551825282932,0.5694848955145919,0.5692044940450709,9386,722,z_l_shind_manuf_cbp; z_l_sh_popedu_c; z_l_sh_popfborn; z_l_sh_empl_f; z_l_sh_routine33; z_l_task_outsource,Democratic two-party share,Full controls
