year,state_fips,state,scope,rep_votes,dem_votes,twoparty_votes,total_votes,source_counties
1984,40,OK,post_bridge,861530,385080,1246610,1255676,77
1984,41,OR,post_bridge,685700.0014920776,536479.0009969984,1222179.002489076,1226527.0024954784,36
1984,42,PA,post_bridge,2584323,2228131,4812454,4844903,67
1984,44,RI,post_bridge,212080,197106,409186,410489,5
1984,45,SC,post_bridge,615539,344470,960009,968540,46
1984,46,SD,post_bridge,200267,116113,316380,317867,66
1984,47,TN,post_bridge,990211.9999404063,711713.9999617715,1701925.999902178,1711993.9999018183,95
1984,48,TX,post_bridge,3433428,1949276,5382704,5397571,254
1984,49,UT,post_bridge,469105,155369,624474,629656,29
1984,50,VT,post_bridge,135865,95730,231595,234446,14
1984,51,VA,post_bridge,1337078.0054353587,796250.0031570515,2133328.0085924105,2146635.008616232,136
1984,53,WA,post_bridge,1051670.0023859653,807352.00161570206,1859022.0040016675,1883910.0040470057,39
1984,54,WV,post_bridge,405483,328125,733608,735742,55
1984,55,WI,post_bridge,1199585,995843,2195428,2212091,72
1984,56,WY,post_bridge,133241,53370,186611,188968,23
1988,01,AL,post_bridge,815576,549506,1365082,1377970,67
1988,04,AZ,post_bridge,699979.00013253,452283.00008952,1152262.0002220501,1167497.0002247998,14
1988,05,AR,post_bridge,466578,349237,815815,827738,75
1988,06,CA,post_bridge,5054917,4702233,9757150,9887064,58
1988,08,CO,post_bridge,728177.0016898686,621453.0016792766,1349630.0033691453,1372394.0034482735,63
1988,09,CT,post_bridge,750241,676584,1426825,1443387,8
1988,10,DE,post_bridge,139639,108647,248286,249891,3
1988,11,DC,post_bridge,27590,159407,186997,192877,1
1988,12,FL,post_bridge,2618885.0007792977,1656701.000233501,4275586.001012798,4302313.001016464,67
1988,13,GA,post_bridge,1081330.9999800762,714791.999972666,1796122.9999527424,1809656.999952521,159
1988,16,ID,post_bridge,253881,147272,401153,408968,44
1988,17,IL,post_bridge,2310939,2215940,4526879,4559120,102
1988,18,IN,post_bridge,1297763,860643,2158406,2168621,92
1988,19,IA,post_bridge,545355,670557,1215912,1225614,99
1988,20,KS,post_bridge,554049,422636,976685,993044,105
1988,21,KY,post_bridge,734281,580368,1314649,1322517,120
1988,22,LA,post_bridge,883702,717460,1601162,1628202,64
1988,23,ME,post_bridge,307131,243569,550700,555035,16
1988,24,MD,post_bridge,876167,826304,1702471,1714358,24
1988,25,MA,post_bridge,1194644,1401406,2596050,2632805,14
1988,26,MI,post_bridge,1965486,1675783,3641269,3669163,83
1988,27,MN,post_bridge,962337,1109471,2071808,2093176,87
1988,28,MS,post_bridge,557890,363921,921811,931527,82
1988,29,MO,post_bridge,1084953,1001619,2086572,2571188,115
1988,30,MT,post_bridge,190412,168936,359348,365674,56
1988,31,NE,post_bridge,398447,259646,658093,662372,93
1988,32,NV,post_bridge,206040,132738,338778,350067,17
1988,33,NH,post_bridge,281537,163696,445233,450525,10
1988,34,NJ,post_bridge,1743191.9987383247,1320351.9991343124,3063543.997872637,3099552.997849945,21
1988,35,NM,post_bridge,267700.99984252,241038.99985728,508739.9996998,515149.999696,32
1988,36,NY,post_bridge,3081871,3347882,6429753,6485683,62
1988,37,NC,post_bridge,1237258,890167,2127425,2134370,100
1988,38,ND,post_bridge,166559,127739,294298,297261,53
1988,39,OH,post_bridge,2416549,1939629,4356178,4393699,88
1988,40,OK,post_bridge,678367,483423,1161790,1171036,77
1988,41,OR,post_bridge,560126.0012391891,616206.0011270405,1176332.0023662294,1201694.0024211411,36
1988,42,PA,post_bridge,2300087,2194944,4495031,4536251,67
1988,44,RI,post_bridge,177761,225123,402884,404569,5
1988,45,SC,post_bridge,606443,370554,976997,986009,46
1988,46,SD,post_bridge,165415,145560,310975,312991,66
1988,47,TN,post_bridge,947232.9999457742,679793.9999603464,1627026.9999061206,1636250.9999056677,95
1988,48,TX,post_bridge,3036829,2352748,5389577,5427410,254
1988,49,UT,post_bridge,428442,207343,635785,647008,29
1988,50,VT,post_bridge,124331,115775,240106,243333,14
1988,51,VA,post_bridge,1309162.0060030236,859799.0037992047,2168961.0098022292,2191609.0098586744,136
1988,53,WA,post_bridge,903835.0018641277,933516.001856892,1837351.0037210197,1865253.003770965,39
1988,54,WV,post_bridge,310065,341016,651081,653311,55
1988,55,WI,post_bridge,1047499,1126794,2174293,2189335,72
1988,56,WY,post_bridge,106867,67113,173980,176551,23
1992,01,AL,post_bridge,804283,690080,1494363,1687337,67
1992,04,AZ,post_bridge,572086,543050,1115136,1487006,15
1992,05,AR,post_bridge,337324,505823,843147,950653,75
1992,06,CA,post_bridge,3630574,5121325,8751899,11131721,58
1992,08,CO,post_bridge,562850,629681,1192531,1569180,63
1992,09,CT,post_bridge,578313,682318,1260631,1616156,8
1992,10,DE,post_bridge,102313,126054,228367,289620,3
1992,11,DC,post_bridge,20698,192619,213317,227572,1
1992,12,FL,post_bridge,2173310,2072698,4246008,5314392,67
1992,13,GA,post_bridge,995252,1008966,2004218,2321133,159
1992,15,HI,post_bridge,136846,179358,316204,372917,5
1992,16,ID,post_bridge,202645,137013,339658,482114,44
1992,17,IL,post_bridge,1734096,2453350,4187446,5050157,102
1992,18,IN,post_bridge,989375,848420,1837795,2305871,92
1992,19,IA,post_bridge,504891,586353,1091244,1354607,99
1992,20,KS,post_bridge,449951,390434,840385,1157077,105
1992,21,KY,post_bridge,617178,665104,1282282,1492900,120
1992,22,LA,post_bridge,733386,815971,1549357,1790017,64
1992,23,ME,post_bridge,206504,263420,469924,679499,16
1992,24,MD,post_bridge,707094,988571,1695665,1985046,24
1992,25,MA,post_bridge,805049,1318662,2123711,2773574,14
1992,26,MI,post_bridge,1554940,1871182,3426122,4274673,83
1992,27,MN,post_bridge,747841,1020997,1768838,2347948,87
1992,28,MS,post_bridge,487793,400258,888051,981793,82
1992,29,MO,post_bridge,811159,1053873,1865032,2704639,115
1992,30,MT,post_bridge,144207,154507,298714,410583,56
1992,31,NE,post_bridge,344346,217344,561690,739283,93
1992,32,NV,post_bridge,175828,189148,364976,506318,17
1992,33,NH,post_bridge,202484,209040,411524,537215,10
1992,34,NJ,post_bridge,1356865,1436206,2793071,3343594,21
1992,35,NM,post_bridge,212824,261617,474441,569986,33
1992,36,NY,post_bridge,2346649,3444450,5791099,6926925,62
1992,37,NC,post_bridge,1134661,1114042,2248703,2611850,100
1992,38,ND,post_bridge,136244,99168,235412,308133,53
1992,39,OH,post_bridge,1894310,1984942,3879252,4939964,88
1992,40,OK,post_bridge,592929,473066,1065995,1390359,77
1992,41,OR,post_bridge,475757,621314,1097071,1462643,36
1992,42,PA,post_bridge,1791841,2239164,4031005,4959810,67
1992,44,RI,post_bridge,131601,213299,344900,453365,5
1992,45,SC,post_bridge,577507,479514,1057021,1202527,46
1992,46,SD,post_bridge,136718,124888,261606,336254,66
1992,47,TN,post_bridge,841300,933521,1774821,1982638,95
1992,48,TX,post_bridge,2496071,2281815,4777886,6154018,254
1992,49,UT,post_bridge,322632,183429,506061,744068,29
1992,50,VT,post_bridge,88122,133592,221714,289701,14
1992,51,VA,post_bridge,1150517,1038650,2189167,2558665,136
1992,53,WA,post_bridge,731234,993037,1724271,2287565,39
1992,54,WV,post_bridge,241974,331001,572975,683677,55
1992,55,WI,post_bridge,930855,1041066,1971921,2531114,72
1992,56,WY,post_bridge,79347,68160,147507,200625,23
1996,01,AL,post_bridge,769044,662165,1431209,1534349,67
1996,04,AZ,post_bridge,622073,653288,1275361,1404405,15
1996,05,AR,post_bridge,325416,475171,800587,884262,75
1996,06,CA,post_bridge,3828380,5119835,8948215,10019484,58
1996,08,CO,post_bridge,691848,671152,1363000,1510704,63
1996,09,CT,post_bridge,483109,735740,1218849,1392609,8
1996,10,DE,post_bridge,99062,140355,239417,270810,3
1996,11,DC,post_bridge,17339,158220,175559,185726,1
1996,12,FL,post_bridge,2244536,2546870,4791406,5303794,67
1996,13,GA,post_bridge,1080843,1053849,2134692,2298899,159
1996,15,HI,post_bridge,113956,205058,319014,360183,5
1996,16,ID,post_bridge,256595,165443,422038,491711,44
1996,17,IL,post_bridge,1587021,2341744,3928765,4311391,102
1996,18,IN,post_bridge,1006693,887424,1894117,2135842,92
1996,19,IA,post_bridge,492644,620258,1112902,1234075,99
1996,20,KS,post_bridge,583245,387659,970904,1074300,105
1996,21,KY,post_bridge,623283,636614,1259897,1388708,120
1996,22,LA,post_bridge,712586,927837,1640423,1783959,64
1996,23,ME,post_bridge,186378,312788,499166,605897,16
1996,24,MD,post_bridge,681530,966207,1647737,1780870,24
1996,25,MA,post_bridge,718107,1571763,2289870,2556785,14
1996,26,MI,post_bridge,1481212,1989653,3470865,3848844,83
1996,27,MN,post_bridge,766476,1120438,1886914,2192640,87
1996,28,MS,post_bridge,439838,394022,833860,893857,82
1996,29,MO,post_bridge,890016,1025935,1915951,2539027,115
1996,30,MT,post_bridge,179652,167922,347574,407083,56
1996,31,NE,post_bridge,363467,236761,600228,677415,93
1996,32,NV,post_bridge,199244,203974,403218,464279,17
1996,33,NH,post_bridge,196532,246214,442746,499175,10
1996,34,NJ,post_bridge,1103078,1652329,2755407,3075807,21
1996,35,NM,post_bridge,232751,273495,506246,556074,33
1996,36,NY,post_bridge,1933492,3756177,5689669,6316129,62
1996,37,NC,post_bridge,1225938,1107849,2333787,2515807,100
1996,38,ND,post_bridge,125050,106905,231955,266411,53
1996,39,OH,post_bridge,1859883,2148222,4008105,4534434,88
1996,40,OK,post_bridge,582315,488105,1070420,1206713,77
1996,41,OR,post_bridge,538152,649641,1187793,1377760,36
1996,42,PA,post_bridge,1801169,2215819,4016988,4501307,67
1996,44,RI,post_bridge,104683,233050,337733,390247,5
1996,45,SC,post_bridge,573458,504051,1077509,1149457,46
1996,46,SD,post_bridge,150543,139333,289876,323826,66
1996,47,TN,post_bridge,863530,909146,1772676,1894105,95
1996,48,TX,post_bridge,2736167,2459683,5195850,5611644,254
1996,49,UT,post_bridge,361911,221633,583544,665629,29
1996,50,VT,post_bridge,80352,137894,218246,258449,14
1996,51,VA,post_bridge,1138350,1091060,2229410,2416642,135
1996,53,WA,post_bridge,840712,1123323,1964035,2254560,39
1996,54,WV,post_bridge,233946,327812,561758,636459,55
1996,55,WI,post_bridge,845029,1071971,1917000,2196169,72
1996,56,WY,post_bridge,105388,77934,183322,211571,23
2000,01,AL,post_bridge,944409,695602,1640011,1672551,67
2000,04,AZ,post_bridge,781652,685341,1466993,1534113,15
2000,05,AR,post_bridge,472940,422768,895708,921781,75
2000,06,CA,post_bridge,4567429,5861203,10428632,10965856,58
2000,08,CO,post_bridge,883745.0006065784,738226.9993765103,1621971.9999830886,1741364.9999072233,63
2000,09,CT,post_bridge,561094,816015,1377109,1459525,8
2000,10,DE,post_bridge,137288,180068,317356,327601,3
2000,11,DC,post_bridge,18073,171923,189996,201894,1
2000,12,FL,post_bridge,2912790.0005559865,2912253.000196115,5825043.000752102,5963110.00077115,67
2000,13,GA,post_bridge,1419720.0000899797,1116230.0000462893,2535950.000136269,2596804.0001379335,159
2000,16,ID,post_bridge,336937,138637,475574,501621,44
2000,17,IL,post_bridge,2019421,2589026,4608447,4742123,102
2000,18,IN,post_bridge,1245836,901980,2147816,2199305,92
2000,19,IA,post_bridge,634373,638517,1272890,1315563,99
2000,20,KS,post_bridge,622332,399276,1021608,1072216,105
2000,21,KY,post_bridge,872492,638898,1511390,1544187,120
2000,22,LA,post_bridge,927871,792344,1720215,1765656,64
2000,23,ME,post_bridge,286616,319951,606567,651817,16
2000,24,MD,post_bridge,813796.997545774,1145781.9954206757,1959578.99296645,2025479.9926777463,24
2000,25,MA,post_bridge,878502,1616487,2494989,2702984,14
2000,26,MI,post_bridge,1953139,2170418,4123557,4232711,83
2000,27,MN,post_bridge,1109659,1168266,2277925,2438685,87
2000,28,MS,post_bridge,573230,404964,978194,994926,82
2000,29,MO,post_bridge,1189924,1111138,2301062,2823648,115
2000,30,MT,post_bridge,240177.99951482812,137125.9997479455,377303.99926277366,410985.9991812932,56
2000,31,NE,post_bridge,433862,231780,665642,697019,93
2000,32,NV,post_bridge,301575,279978,581553,608970,17
2000,33,NH,post_bridge,273559,266348,539907,569081,10
2000,34,NJ,post_bridge,1284173,1788850,3073023,3187226,21
2000,35,NM,post_bridge,286417,286783,573200,598605,33
2000,36,NY,post_bridge,2405676,4113791,6519467,6831178,62
2000,37,NC,post_bridge,1631163,1257692,2888855,2911262,100
2000,38,ND,post_bridge,174852,95284,270136,288267,53
2000,39,OH,post_bridge,2351208.999198987,2186189.9995172815,4537398.998716269,4705456.998658443,88
2000,40,OK,post_bridge,744337,474276,1218613,1234229,77
2000,41,OR,post_bridge,713577,720342,1433919,1533968,36
2000,42,PA,post_bridge,2281127,2485967,4767094,4913027,67
2000,44,RI,post_bridge,130555,249508,380063,409112,5
2000,45,SC,post_bridge,786426,566039,1352465,1383777,46
2000,46,SD,post_bridge,190700,118804,309504,316269,66
2000,47,TN,post_bridge,1061948.9995276888,981719.9997946534,2043668.9993223422,2076180.999310445,95
2000,48,TX,post_bridge,3799639,2433746,6233385,6407637,254
2000,49,UT,post_bridge,515096,203053,718149,770754,29
2000,50,VT,post_bridge,119775,149022,268797,294308,14
2000,51,VA,post_bridge,1437489.9992549352,1217289.9988003657,2654779.9980553007,2739446.997982597,135
2000,53,WA,post_bridge,1108864,1247652,2356516,2488745,39
2000,54,WV,post_bridge,336475,295497,631972,648124,55
2000,55,WI,post_bridge,1237279,1242987,2480266,2598607,72
2000,56,WY,post_bridge,147947,60481,208428,218351,23
2004,01,AL,post_bridge,1176394,693933,1870327,1883449,67
2004,04,AZ,post_bridge,1104294,893524,1997818,2016102,15
2004,05,AR,post_bridge,572898,469953,1042851,1054945,75
2004,06,CA,post_bridge,5509826,6745485,12255311,12421859,58
2004,08,CO,post_bridge,1089249.0008199322,990789.999129731,2080038.9999496632,2107089.9999476797,63
2004,09,CT,post_bridge,693826,857488,1551314,1578769,8
2004,10,DE,post_bridge,171660,200152,371812,375270,3
2004,11,DC,post_bridge,21256,202970,224226,227586,1
2004,12,FL,post_bridge,3964522.000796503,3583544.0002242825,7548066.001020785,7609810.001029797,67
2004,13,GA,post_bridge,1914254.000111982,1366149.000043698,3280403.00015568,3304481.0001569646,159
2004,16,ID,post_bridge,409235,181098,590333,598447,44
2004,17,IL,post_bridge,2345946,2891550,5237496,5274322,102
2004,18,IN,post_bridge,1479438,969011,2448449,2468002,92
2004,19,IA,post_bridge,751957,741898,1493855,1506908,99
2004,20,KS,post_bridge,736456,434993,1171449,1187756,105
2004,21,KY,post_bridge,1069439,712733,1782172,1796079,120
2004,22,LA,post_bridge,1102169,820299,1922468,1943106,64
2004,23,ME,post_bridge,330201,396842,727043,740752,16
2004,24,MD,post_bridge,1024702.9973142202,1334492.9946034607,2359195.991917681,2386677.991820067,24
2004,25,MA,post_bridge,1071109,1803800,2874909,2912388,14
2004,26,MI,post_bridge,2313746,2479183,4792929,4839252,83
2004,27,MN,post_bridge,1346695,1445014,2791709,2828387,87
2004,28,MS,post_bridge,684981,458094,1143075,1152365,82
2004,29,MO,post_bridge,1455713,1259171,2714884,3268887,115
2004,30,MT,post_bridge,266062.9994372183,173709.99959456624,439772.99903178454,450444.9990049324,56
2004,31,NE,post_bridge,512814,254328,767142,778186,93
2004,32,NV,post_bridge,418690,397190,815880,829587,17
2004,33,NH,post_bridge,331237,340511,671748,677738,10
2004,34,NJ,post_bridge,1670003,1911430,3581433,3612137,21
2004,35,NM,post_bridge,376930,370942,747872,756304,33
2004,36,NY,post_bridge,2962567,4314280,7276847,7391954,62
2004,37,NC,post_bridge,1961166,1525849,3487015,3501007,100
2004,38,ND,post_bridge,196651,111052,307703,312833,53
2004,39,OH,post_bridge,2859767.9990408607,2741166.9993774923,5600934.9984183535,5627907.998411356,88
2004,40,OK,post_bridge,959792,503966,1463758,1463758,77
2004,41,OR,post_bridge,866831,943163,1809994,1836782,36
2004,42,PA,post_bridge,2793847,2938095,5731942,5766120,67
2004,44,RI,post_bridge,169046,259760,428806,437134,5
2004,45,SC,post_bridge,937974,661699,1599673,1617730,46
2004,46,SD,post_bridge,232584,149244,381828,388215,66
2004,47,TN,post_bridge,1383335.9993922275,1035159.9997791259,2418495.9991713534,2434948.9991653813,95
2004,48,TX,post_bridge,4526917,2832704,7359621,7410765,254
2004,49,UT,post_bridge,663742,241199,904941,927844,29
2004,50,VT,post_bridge,121180,184067,305247,312309,14
2004,51,VA,post_bridge,1716958.9992571885,1454741.9985490981,3171700.9978062864,3198366.9977926,134
2004,53,WA,post_bridge,1304894,1510201,2815095,2861713,39
2004,54,WV,post_bridge,423778,326541,750319,755887,55
2004,55,WI,post_bridge,1478120,1489504,2967624,2997007,72
2004,56,WY,post_bridge,167629,70776,238405,243428,23
2008,01,AL,post_bridge,1266546,813479,2080025,2099819,67
2008,04,AZ,post_bridge,1230111,1034707,2264818,2303838,15
2008,05,AR,post_bridge,638017,422310,1060327,1086617,75
2008,06,CA,post_bridge,5011781,8274473,13286254,13583083,58
2008,08,CO,post_bridge,1060872.00084638,1272464.9991255146,2333336.9999718945,2372008.9999724687,63
2008,09,CT,post_bridge,629428,997773,1627201,1646793,8
2008,10,DE,post_bridge,152374,255459,407833,412616,3
2008,11,DC,post_bridge,17367,245800,263167,265853,1
2008,12,FL,post_bridge,4046219.0008563716,4282367.000297891,8328586.001154263,8412248.001168568,67
2008,13,GA,post_bridge,2048759.000124903,1844123.0000444935,3892882.0001693964,3932158.000172674,159
2008,16,ID,post_bridge,403012,236440,639452,658454,44
2008,17,IL,post_bridge,2031179,3419348,5450527,5530179,102
2008,18,IN,post_bridge,1345648,1374039,2719687,2756658,92
2008,19,IA,post_bridge,682379,828940,1511319,1537123,99
2008,20,KS,post_bridge,699655,514765,1214420,1238873,105
2008,21,KY,post_bridge,1048462,751985,1800447,1827561,120
2008,22,LA,post_bridge,1148275,782989,1931264,1960761,64
2008,23,ME,post_bridge,295273,421823,717096,731063,16
2008,24,MD,post_bridge,959861.9976634225,1629466.9938054532,2589328.9914688757,2631595.9913465586,24
2008,25,MA,post_bridge,1108854,1904097,3012951,3080985,14
2008,26,MI,post_bridge,2048639,2872579,4921218,5010606,83
2008,27,MN,post_bridge,1275409,1573354,2848763,2910369,87
2008,28,MS,post_bridge,724597,554662,1279259,1289939,82
2008,29,MO,post_bridge,1445814,1441911,2887725,3478913,115
2008,30,MT,post_bridge,243881.99944262698,232158.99941448745,476040.9988571144,492749.99881895474,56
2008,31,NE,post_bridge,452979,333319,786298,801281,93
2008,32,NV,post_bridge,412827,533736,946563,967848,17
2008,33,NH,post_bridge,316534,384826,701360,710970,10
2008,34,NJ,post_bridge,1613207,2215422,3828629,3877407,21
2008,35,NM,post_bridge,346832,472422,819254,830158,33
2008,36,NY,post_bridge,2752771,4804945,7557716,7640948,62
2008,37,NC,post_bridge,2128474,2142651,4271125,4310789,100
2008,38,ND,post_bridge,168887,141403,310290,317738,53
2008,39,OH,post_bridge,2677819.9990812805,2940043.9993340354,5617863.998415316,5721830.998386746,88
2008,40,OK,post_bridge,960165,502496,1462661,1462661,77
2008,41,OR,post_bridge,738475,1037291,1775766,1827864,36
2008,42,PA,post_bridge,2655885,3276363,5932248,6015476,67
2008,44,RI,post_bridge,165391,296571,461962,471766,5
2008,45,SC,post_bridge,1034896,862449,1897345,1920969,46
2008,46,SD,post_bridge,203054,170924,373978,381975,66
2008,47,TN,post_bridge,1479177.999336441,1087436.999780859,2566614.9991173,2601981.9991055666,95
2008,48,TX,post_bridge,4479328,3528633,8007961,8087791,254
2008,49,UT,post_bridge,596030,327670,923700,958996,29
2008,50,VT,post_bridge,98974,219262,318236,325046,14
2008,51,VA,post_bridge,1725004.9993033763,1959531.9981150408,3684536.9974184185,3723259.9973966107,134
2008,53,WA,post_bridge,1229216,1750848,2980064,3053261,39
2008,54,WV,post_bridge,397466,303857,701323,715123,55
2008,55,WI,post_bridge,1262393,1677211,2939604,2983417,72
2008,56,WY,post_bridge,164958,82868,247826,254658,23
2012,01,AL,post_bridge,1255924.9988092508,795695.9998348398,2051620.9986440912,2074337.9986012527,67
2012,04,AZ,post_bridge,1233654.0001539807,1025231.9991518529,2258885.999305834,2306558.999301578,15
2012,05,AR,post_bridge,647743.999991803,394409.0006759453,1042153.000667748,1069468.0006536976,75
2012,06,CA,post_bridge,4839958.030507389,7854285.074381457,12694243.104888845,13055815.10772249,58
2012,08,CO,post_bridge,1185242.9926262524,1323101.9918162134,2508344.9844424664,2571845.984060898,64
2012,09,CT,post_bridge,634899.0018302472,905109.0033789256,1540008.0052091728,1558075.005289083,8
2012,10,DE,post_bridge,165484.00208517176,242584.0037917402,408068.0058769119,413921.005966449,3
2012,11,DC,post_bridge,21380.999807571003,267069.99759637,288450.997403941,293763.99735612393,1
2012,12,FL,post_bridge,4163446.983288074,4237755.978215135,8401202.96150321,8492174.961078417,67
2012,13,GA,post_bridge,2078688.0052515706,1773827.007296659,3852515.0125482297,3908369.0127322394,159
2012,16,ID,post_bridge,420911.00098498596,212787.00098321206,633698.001968198,656742.0020493977,44
2012,17,IL,post_bridge,2135215.9907180225,3019511.989558011,5154727.980276034,5251431.979883057,102
2012,18,IN,post_bridge,1422871.9969749644,1154274.9960772414,2577146.9930522037,2633142.9929051707,92
2012,19,IA,post_bridge,730616.9986300814,822543.9975521065,1553160.9961821877,1582179.9961204864,99
2012,20,KS,post_bridge,689808.9962838728,439907.99726140813,1129716.9935452812,1157531.9933883417,105
2012,21,KY,post_bridge,1087189.9975481348,679369.9973155028,1766559.994863638,1798047.9947712237,120
2012,22,LA,post_bridge,1152262.0010530513,809141.0001015572,1961403.0011546083,1994065.0011784167,64
2012,23,ME,post_bridge,290436.99964748614,397753.99925969954,688190.9989071856,710737.9988218639,16
2012,24,MD,post_bridge,971868.9996202061,1677843.994812375,2649712.994432581,2707326.994381952,24
2012,25,MA,post_bridge,1178245.0002052519,1901276.0065527959,3079521.006758047,3129731.006887376,14
2012,26,MI,post_bridge,2115255.9966749945,2564568.9919753354,4679824.98865033,4745315.988526383,83
2012,27,MN,post_bridge,1320225.0094557542,1546167.0177224407,2866392.027178196,2936561.027832393,87
2012,28,MS,post_bridge,710746.000741366,562949.0006469097,1273695.0013882753,1285584.0014029783,82
2012,29,MO,post_bridge,1482440.0026031954,1223796.007055811,2706236.0096590063,3277251.0200319407,115
2012,30,MT,post_bridge,267927.99940404785,201838.99961504593,469766.9990190938,484483.99898022175,56
2012,31,NE,post_bridge,475063.9952840315,302080.9956667441,777144.9909507756,794378.9907558209,93
2012,32,NV,post_bridge,463566.9944307528,531372.9927655485,994939.9871963013,1014917.9869557541,17
2012,33,NH,post_bridge,329918.0004874255,369561.00070922886,699479.0011966545,710972.0012196954,10
2012,34,NJ,post_bridge,1478748.9990808608,2126610.00339001,3605359.0024708705,3651140.002415462,21
2012,35,NM,post_bridge,335787.9990087599,415334.9981452357,751122.9971539956,783756.9969823316,33
2012,36,NY,post_bridge,2490496.0011155508,4485877.008486146,6976373.009601699,7081536.009752537,62
2012,37,NC,post_bridge,2270395.0002129483,2178391.0043965634,4448786.004609512,4505372.0046800785,100
2012,38,ND,post_bridge,188163.0014244937,124827.00096405197,312990.0023885458,322627.0024655427,53
2012,39,OH,post_bridge,2661437.006168154,2827709.010117276,5489146.016285429,5590934.016580362,88
2012,40,OK,post_bridge,891325.0003507471,443547.0010777366,1334872.0014284833,1334872.0014284833,77
2012,41,OR,post_bridge,754175.0065930856,970488.0122364818,1724663.0188295671,1789270.0195288723,36
2012,42,PA,post_bridge,2680434.012108265,2990274.0043596006,5670708.016467866,5755620.016772255,67
2012,44,RI,post_bridge,157151.00088221108,279409.00147530925,436560.0023575203,445716.00240902405,5
2012,45,SC,post_bridge,1071645.0004862817,865940.9999346912,1937586.000420973,1964118.0004265816,46
2012,46,SD,post_bridge,210610.00112298082,145039.00105857154,355649.00218155235,363815.002226828,66
2012,47,TN,post_bridge,1462330.0059042831,960709.0037332154,2423039.009637499,2460904.0097803157,95
2012,48,TX,post_bridge,4569843.028270857,3308124.032848115,7877967.061118976,7999657.062176825,254
2012,49,UT,post_bridge,740599.9979339566,251813.0000910582,992412.9980250149,1020860.9980059562,29
2012,50,VT,post_bridge,92697.99992069087,199238.99973710108,291936.9996577919,299289.9996489076,14
2012,51,VA,post_bridge,1822522.0012350003,1971820.0003552458,3794342.001590244,3854489.001620069,134
2012,53,WA,post_bridge,1290669.9980851389,1755395.9973736813,3046065.9954588204,3145957.995302073,39
2012,54,WV,post_bridge,417654.99995819497,238269.00014928187,655924.0001074768,672119.0001128067,55
2012,55,WI,post_bridge,1407966.002688067,1620985.0005601186,3028951.003248186,3068434.0032862546,72
2012,56,WY,post_bridge,170961.99990143118,69285.99987393823,240247.99977536942,249060.99976739543,23
2016,01,AL,post_bridge,1318254.998818113,729546.9997287352,2047801.9985468478,2123371.9983576555,67
2016,04,AZ,post_bridge,1252401.000402094,1161166.9991788422,2413567.9995809356,2603924.999534927,15
2016,05,AR,post_bridge,684871.9998588905,380494.000770197,1065366.0006290874,1130635.0006719802,75
2016,06,CA,post_bridge,4393409.025951908,8581312.083319113,12974721.109271023,13870159.11575003,58
2016,08,CO,post_bridge,1202481.992935569,1338869.9917542834,2541351.9846898518,2780217.9831291893,64
2016,09,CT,post_bridge,673215.0026991684,897572.0026069952,1570787.005306164,1644920.0055780997,8
2016,10,DE,post_bridge,185127.0022412233,235603.00365396365,420730.00589518674,441590.0062224421,3
2016,11,DC,post_bridge,12722.999885493002,282829.99745453004,295552.997340023,311267.99719858804,1
2016,12,FL,post_bridge,4617885.982540289,4504974.976550264,9122860.959090557,9494569.957367389,67
2016,13,GA,post_bridge,2089104.004677924,1877963.0084850618,3967067.013162981,4135753.013875258,159
2016,16,ID,post_bridge,409055.0007614505,189765.0010126924,598820.001774143,690433.0021210139,44
2016,17,IL,post_bridge,2141472.991083971,3084234.9887615237,5225707.979845497,5559469.978199333,102
2016,18,IN,post_bridge,1557285.9967429375,1039125.9961600705,2596411.9929030067,2740610.992500148,92
2016,19,IA,post_bridge,800982.9986533318,653668.9979074799,1454651.9965608113,1566030.9962853692,99
2016,20,KS,post_bridge,656008.996594857,414787.9972913029,1070796.9938861597,1147142.9934257828,105
2016,21,KY,post_bridge,1202970.997592029,628853.9972674906,1831824.9948595206,1924148.994537961,120
2016,22,LA,post_bridge,1178638.0012139818,780154.0000501407,1958792.0012641228,2029032.0012789574,64
2016,23,ME,post_bridge,334837.9997863923,354872.9990887652,689710.9988751574,741549.9988264672,16
2016,24,MD,post_bridge,943168.9996754896,1677925.9948879434,2621094.9945634324,2780913.9943488343,24
2016,25,MA,post_bridge,1083069.0002522292,1964768.006889614,3047837.0071418444,3231531.0072765225,14
2016,26,MI,post_bridge,2279542.9955888214,2268838.994091195,4548381.989680017,4799244.98930395,83
2016,27,MN,post_bridge,1322951.007608733,1367716.0177239769,2690667.0253327093,2944813.027706403,87
2016,28,MS,post_bridge,699780.0007818926,484433.00055680453,1184213.0013386975,1209416.0013651983,82
2016,29,MO,post_bridge,1590299.0016571558,1069329.0068598979,2659628.008517054,3257766.018032858,115
2016,30,MT,post_bridge,279239.9993915537,177708.9995647226,456948.9989562762,494524.99885770574,56
2016,31,NE,post_bridge,494880.9953740242,283321.99563080707,778202.9910048315,825644.9904144556,93
2016,32,NV,post_bridge,512057.9938297785,539259.9925833796,1051317.9864131582,1125384.9855444303,17
2016,33,NH,post_bridge,345790.0005504592,348526.0006572656,694316.0012077249,744181.0013027114,10
2016,34,NJ,post_bridge,1599923.999293397,2143519.002881286,3743443.0021746843,3899718.0021129325,21
2016,35,NM,post_bridge,319665.9992477517,385233.9982857595,704899.9975335113,798317.997124788,33
