year,source_decade,source_decade_default,source_scope,source_issue_class,state_fips,state,county_fips,county_fips_for_crosswalk,county_name,bridge_exception_applied,exception_issue_class,exception_reason,twoparty_votes,source_two_party_votes_prejoin,vote_share_of_year,weight_sum_raw,selected_weight_sum_raw,crosswalk_weight_sum,raw_weight_undefined,raw_weight_sum_valid,raw_weight_requires_policy,fallback_used,fallback_policy,no_positive_final_target,final_weight_invalid,n_targets,positive_targets,positive_target_1990_counties,positive_target_czones,positive_target_count,positive_target_cz_count
2004,2000,2000,excluded_nonmainland,selected_m2_unavailable_fallback_m2_used_but_no_positive_target,15,HI,15003,15003,HONOLULU,FALSE,NA,NA,296657,120764365,0.002456494513095813,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,fallback_m2,TRUE,TRUE,1,0,NA,NA,NA,NA
2004,2000,2000,excluded_nonmainland,selected_m2_unavailable_fallback_m2_used_but_no_positive_target,15,HI,15005,15005,KALAWAO,FALSE,NA,NA,40,120764365,3.312235360157775e-7,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,fallback_m2,TRUE,TRUE,1,0,NA,NA,NA,NA
2004,2000,2000,excluded_nonmainland,selected_m2_unavailable_fallback_m2_used_but_no_positive_target,15,HI,15007,15007,KAUAI,FALSE,NA,NA,24656,120764365,2.0416618760012525e-4,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,fallback_m2,TRUE,TRUE,1,0,NA,NA,NA,NA
2004,2000,2000,excluded_nonmainland,selected_m2_unavailable_fallback_m2_used_but_no_positive_target,15,HI,15009,15009,MAUI,FALSE,NA,NA,46990,120764365,3.8910484893453463e-4,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,fallback_m2,TRUE,TRUE,1,0,NA,NA,NA,NA
2008,2000,2000,excluded_nonmainland,selected_m2_unavailable_fallback_m2_used_but_no_positive_target,15,HI,15001,15001,HAWAII,FALSE,NA,NA,65685,129131439,5.086677613807122e-4,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,fallback_m2,TRUE,TRUE,1,0,NA,NA,NA,NA
2008,2000,2000,excluded_nonmainland,selected_m2_unavailable_fallback_m2_used_but_no_positive_target,15,HI,15003,15003,HONOLULU,FALSE,NA,NA,302403,129131439,0.0023418232023264297,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,fallback_m2,TRUE,TRUE,1,0,NA,NA,NA,NA
2008,2000,2000,excluded_nonmainland,selected_m2_unavailable_fallback_m2_used_but_no_positive_target,15,HI,15005,15005,KALAWAO,FALSE,NA,NA,31,129131439,2.400654731339283e-7,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,fallback_m2,TRUE,TRUE,1,0,NA,NA,NA,NA
2008,2000,2000,excluded_nonmainland,selected_m2_unavailable_fallback_m2_used_but_no_positive_target,15,HI,15007,15007,KAUAI,FALSE,NA,NA,26661,129131439,2.0646405094269877e-4,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,fallback_m2,TRUE,TRUE,1,0,NA,NA,NA,NA
2008,2000,2000,excluded_nonmainland,selected_m2_unavailable_fallback_m2_used_but_no_positive_target,15,HI,15009,15009,MAUI,FALSE,NA,NA,50881,129131439,3.940248818879808e-4,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,fallback_m2,TRUE,TRUE,1,0,NA,NA,NA,NA
2012,2010,2010,excluded_nonmainland,selected_m2_unavailable_fallback_m2_used_but_no_positive_target,15,HI,15001,15001,HAWAII,FALSE,NA,NA,61977,126528743,4.898254620296039e-4,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,fallback_m2,TRUE,TRUE,1,0,NA,NA,NA,NA
2012,2010,2010,excluded_nonmainland,selected_m2_unavailable_fallback_m2_used_but_no_positive_target,15,HI,15003,15003,HONOLULU,FALSE,NA,NA,292810,126528743,0.002314177735884091,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,fallback_m2,TRUE,TRUE,1,0,NA,NA,NA,NA
2012,2010,2010,excluded_nonmainland,selected_m2_unavailable_fallback_m2_used_but_no_positive_target,15,HI,15005,15005,KALAWAO,FALSE,NA,NA,27,126528743,2.1339024920211213e-7,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,fallback_m2,TRUE,TRUE,2,0,NA,NA,NA,NA
2012,2010,2010,excluded_nonmainland,selected_m2_unavailable_fallback_m2_used_but_no_positive_target,15,HI,15007,15007,KAUAI,FALSE,NA,NA,24762,126528743,1.9570256854602595e-4,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,fallback_m2,TRUE,TRUE,1,0,NA,NA,NA,NA
2012,2010,2010,excluded_nonmainland,selected_m2_unavailable_fallback_m2_used_but_no_positive_target,15,HI,15009,15009,MAUI,FALSE,NA,NA,47654,126528743,3.766258864991649e-4,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,fallback_m2,TRUE,TRUE,2,0,NA,NA,NA,NA
2016,2010,2010,excluded_nonmainland,selected_m2_unavailable_fallback_m2_used_but_no_positive_target,15,HI,15001,15001,HAWAII,FALSE,NA,NA,58760,127605841,4.604804885067918e-4,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,fallback_m2,TRUE,TRUE,1,0,NA,NA,NA,NA
2016,2010,2010,excluded_nonmainland,selected_m2_unavailable_fallback_m2_used_but_no_positive_target,15,HI,15003,15003,HONOLULU,FALSE,NA,NA,266022,127605841,0.002084716482531548,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,fallback_m2,TRUE,TRUE,1,0,NA,NA,NA,NA
2016,2010,2010,excluded_nonmainland,selected_m2_unavailable_fallback_m2_used_but_no_positive_target,15,HI,15005,15005,KALAWAO,FALSE,NA,NA,15,127605841,1.1754947800547782e-7,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,fallback_m2,TRUE,TRUE,2,0,NA,NA,NA,NA
2016,2010,2010,excluded_nonmainland,selected_m2_unavailable_fallback_m2_used_but_no_positive_target,15,HI,15007,15007,KAUAI,FALSE,NA,NA,24030,127605841,1.8831426376477548e-4,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,fallback_m2,TRUE,TRUE,1,0,NA,NA,NA,NA
2016,2010,2010,excluded_nonmainland,selected_m2_unavailable_fallback_m2_used_but_no_positive_target,15,HI,15009,15009,MAUI,FALSE,NA,NA,46926,127605841,3.677417869923368e-4,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,fallback_m2,TRUE,TRUE,2,0,NA,NA,NA,NA
2020,2020,2020,excluded_nonmainland,selected_m2_unavailable_fallback_m2_used_but_no_positive_target,15,HI,15001,15001,HAWAII,FALSE,NA,NA,85628,155129917,5.519760575904905e-4,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,fallback_m2,TRUE,TRUE,1,0,NA,NA,NA,NA
2020,2020,2020,excluded_nonmainland,selected_m2_unavailable_fallback_m2_used_but_no_positive_target,15,HI,15003,15003,HONOLULU,FALSE,NA,NA,375128,155129917,0.0024181538110408453,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,fallback_m2,TRUE,TRUE,1,0,NA,NA,NA,NA
2020,2020,2020,excluded_nonmainland,selected_m2_unavailable_fallback_m2_used_but_no_positive_target,15,HI,15005,15005,KALAWAO,FALSE,NA,NA,24,155129917,1.5470903655546982e-7,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,fallback_m2,TRUE,TRUE,2,0,NA,NA,NA,NA
2020,2020,2020,excluded_nonmainland,selected_m2_unavailable_fallback_m2_used_but_no_positive_target,15,HI,15007,15007,KAUAI,FALSE,NA,NA,32807,155129917,2.1148080676147078e-4,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,fallback_m2,TRUE,TRUE,1,0,NA,NA,NA,NA
2020,2020,2020,excluded_nonmainland,selected_m2_unavailable_fallback_m2_used_but_no_positive_target,15,HI,15009,15009,MAUI,FALSE,NA,NA,69431,155129917,4.475667965451177e-4,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,fallback_m2,TRUE,TRUE,2,0,NA,NA,NA,NA
