czone,exposure_1990_2000,exposure_2000_2007,instrument_1990_2000,instrument_2000_2007
8502,0.5502766415022443,3.3503167740862647,1.8313050899455636,3.8849947634807696
8503,0.5413026559108877,1.7669983686417774,1.0836131881843547,2.6426184236888597
8601,1.7624742751775022,1.8009049079064101,3.1632139927402627,3.1570991299236364
8602,0.6947699094434401,0.8732260748779197,1.054119998908037,0.908134724605859
8701,0.27829737430143175,1.6774535145865295,2.194155961527735,2.5945980527253965
8702,1.489203867429312,3.762563658362532,2.576078951414354,5.70989772438796
8800,0.18733415292726524,0.9456038823556362,0.42123214389287406,0.6420861053701239
8900,1.1320404126905437,1.7717336161239774,1.4426930750376943,1.7591819164330453
9001,1.1588583741267457,4.130632701453538,2.0851077175874955,5.939128284086469
9002,0.7619613457642652,2.527725573943859,0.7168335454764119,3.416336637111516
9003,0.8552261953449797,3.028225211833226,3.759108286257862,3.8466379689094334
9100,0.6099038178421702,1.3063465277538158,0.5166188951508626,1.4895454542342925
9200,0.8121372184425072,6.974768585490496,2.3354805917063404,4.746062367545904
9301,1.6455881571783886,2.1195940549863423,2.7941403710120105,3.634354497318118
9302,1.8610389772055491,6.314794011960398,6.008006313587846,6.23508511999203
9400,0.8158242295004889,2.809140183735427,2.5958557696145195,3.0496038332909143
9500,0.7165918969047426,3.8944971764832865,1.9972465937899286,3.0387753291984487
9600,1.773985776718967,4.882133922182927,2.467308098181424,5.16248282664362
9701,0.7247367341176794,6.211391281106183,0.6985075910852009,1.6344146217748117
9702,3.407344844521805,3.5320168627462425,2.4694347300122073,4.889625497398313
9800,2.6859045691973904,3.919008923630299,3.347162059922747,4.862915717587184
9900,0.33212998321388537,1.5070437509019896,0.5104670603899084,1.0324075017331604
10000,0.1426955888478945,0.5850542716982383,0.3617159502817892,0.7911371582040314
10101,1.6647025729659384,2.2786914480589564,0.9650813675018021,3.4155273210726356
10102,0.9508322871380415,3.239567169367815,1.2218938934588637,2.3889257662658587
10200,0.7158234961311698,2.6423649256055017,1.115412272920249,2.4916035440060673
10301,2.4279290457929057,4.593218851663973,2.974743940839062,4.864976837465792
10302,0.7440491783295083,4.869766397814114,3.0122623747375683,3.1723102557989082
10400,10.030822726265361,13.490338326408867,2.746638124147967,12.362784467850318
10501,1.6064569161334812,3.702512144700003,2.573294081213593,3.531983539861367
10502,4.571128428278995,13.678338772230063,3.6819552011832632,8.727074712650566
10600,2.1488659999992303,4.738286723650609,3.2848131490204757,4.604706531620316
10700,0.3780664793805401,1.121801051158997,0.427913259260434,1.3680254301105905
10801,1.1945385265174973,3.881537568134113,1.5557612563159484,2.7583878833340947
10802,0.8542908047750014,2.7021670693065403,2.014473079335874,3.2552081107048436
10900,0.24769188850962656,0.4822371044985577,0.4792807978766528,0.7202913292974422
11001,0.7730930724739278,1.9693430052975816,0.5644858148254729,1.9075144919485356
