czone,year,REG_VOTERS,BALLOTS_CAST,CVAP,PRES_DEM_VOTES,PRES_REP_VOTES,SEN_DEM_VOTES,SEN_REP_VOTES,PARTISAN_INDEX_DEM_NUM,PARTISAN_INDEX_REP_NUM,pop1990,reg_voters_pct,voter_turnout_pct,reg_voter_turnout_pct,pres_rep_ratio,pres_dem_ratio,partisan_index_dem,partisan_index_rep
100,2020,401304.3844964977,283293.82318957377,500684.8196583672,92221.44804256423,306289.3435238519,63452.30191447315,205001.26485946358,131152.76666850582,369532.05299065704,524270,0.8015109880309935,0.5658126870770197,0.7059325393242649,0.7685848162854718,0.23141518371452818,0.26194676075459095,0.7380532392469982
100,2022,412491.22312585695,166955.49823933438,500684.8196583672,0,0,0,0,131152.76666850582,369532.05299065704,524270,0.8238540633353185,0.3334542843804478,0.40474921375089207,NA,NA,0.26194676075459095,0.7380532392469982
200,2000,0,0,0,27231,47146,0,0,0,0,180775,NA,NA,NA,0.6338787528402597,0.36612124715974026,NA,NA
200,2002,0,0,0,0,0,21950,39304,0,0,180775,NA,NA,NA,NA,NA,NA,NA
200,2004,146548,91338,181708,28009,61672,0,0,0,0,180775,0.8065027406608405,0.502663614150175,0.6232633676338128,0.6876818947157146,0.3123181052842854,0,0
200,2006,140391,0,186522,0,0,24372,42916,65282.60228008281,121239.3996312579,180775,0.7526779682825618,0,0,NA,NA,0.3499994760944168,0.6500005341528501
200,2008,151734,96362,196150,25995,67764,17036,69725,62232.0487195272,133917.9571261979,180775,0.7735610502166709,0.4912668875860311,0.6350719021445425,0.7227466163248328,0.27725338367516716,0.31726764577887945,0.6827323840234407
200,2010,153612.7157727684,58173.47333707875,196151.13772309385,0,0,0,0,59581.48278558207,136569.6557627254,180775,0.7831344623125416,0.2965747433960955,0.3787021995179869,NA,NA,0.3037529298947688,0.6962470743122606
200,2012,161089.8365457794,91005.6409862849,196151.13772309385,21356.22405902225,67473.40843069245,14792.13422834185,67338.48442580014,52962.301289628864,143188.83441889743,180775,0.8212536435714667,0.46395673276571747,0.5649371986321583,0.7595822085440349,0.2404177914559651,0.27000761710796517,0.7299923726215486
200,2014,161343.58292592157,54245.32770630334,204361.1496728829,0,0,12045.03902816775,37000.26019058488,47198.73968009054,157162.40779811947,180775,0.7895022277188265,0.2654385522548333,0.3362100104793709,NA,NA,0.23095749733078272,0.7690424919300289
200,2016,166144.55273920947,97310.41364050633,204361.1496728829,17001.14566993816,75679.25507321762,0,0,43566.24102472045,160794.90838192002,180775,0.812994803587443,0.476168850078742,0.5856972861051343,0.8165615865531997,0.18343841344680045,0.2131825990138347,0.7868173996833617
200,2018,166125.92009895845,81807.39806743943,220257.11296836985,0,0,21367.14139766198,57677.26892667244,59584.07799232906,160673.03422449858,180775,0.7542363461506691,0.37141773523194876,0.49244210667852506,NA,NA,0.270520562034633,0.7294794345532538
200,2020,178793.6130122,117380.3544466242,220257.112363759,22875.1685964546,91972.1508281386,20280.1769212016,89153.2227667416,50980.43610248801,169276.67618674564,180775,0.8117495552966244,0.532924241069538,0.6565131296866558,0.8008210491018551,0.1991789508981448,0.2314587508906083,0.7685412487710356
200,2022,182724.6853749622,63365.412586585,220257.112363759,0,0,0,0,50980.43610248801,169276.67618674564,180775,0.8295972076179259,0.28768838339229547,0.3467808000684489,NA,NA,0.2314587508906083,0.7685412487710356
301,2000,0,0,0,9318,11951,0,0,0,0,64382,NA,NA,NA,0.5618975974422868,0.4381024025577131,NA,NA
301,2002,0,0,0,0,0,3711,4846,0,0,32876,NA,NA,NA,NA,NA,NA,NA
301,2004,46714,24262,51459,9019,14925,0,0,0,0,64382,0.9077906682990342,0.4714821508385316,0.5193732071755791,0.623329435349148,0.37667056465085197,0,0
301,2006,46963,0,51916,0,0,4155,5242,21791.360051662374,30124.639123916604,64382,0.9045958856614531,0,0,NA,NA,0.4197426622170886,0.5802573219030088
301,2008,45358,22951,52830,6464,15444,9816,19930,19682.44410306312,33147.55747139492,64382,0.8585652091614613,0.43443119439712286,0.5059967370695357,0.7049479642139858,0.29505203578601424,0.37256187967183646,0.6274381501305114
301,2010,46021.353618522,17872.632001656,53821.74773679,0,0,3428.148147956,5748.185184706,19511.05409640608,34310.692857574424,64382,0.8550698472963928,0.3320708217997743,0.38835520027952597,NA,NA,0.3625124585664327,0.6374875268890843
301,2012,45783.380618086,22464.982203159998,53821.74773679,5230.861216361,16648.368952994,2098.62163984,8673.489279869998,16826.343497059053,36995.40483561931,64382,0.8506483446428598,0.41739599971786123,0.4906798471383645,0.7609211486934504,0.2390788513065497,0.3126309383215618,0.6873690727499546
301,2014,46234.709564246004,15735.357906735,53027.487431175,0,0,1556.72250798,4344.22674735,14746.602576297932,38280.88394695865,64382,0.8719008160485555,0.2967396470963876,0.340336471344537,NA,NA,0.27809355658115464,0.721906426297189
301,2016,46886.487756796,23606.821696796,53027.487431175,3950.1721728390003,18626.162822004,0,0,12591.660535114637,40435.82716197697,64382,0.8841921431342664,0.4451808456403968,0.5034888051168706,0.8250304057881265,0.17496959421187355,0.23745534901040713,0.7625446560042866
301,2018,45640.844550869995,18702.417268112,51334.974547426,0,0,2666.53018885,7408.72701059,8296.978166397199,23038.588199011476,64382,0.8890789360128062,0.36432115595642706,0.4097736896009191,NA,NA,0.16162427739653415,0.448789317655689
301,2020,46554.384597889,26538.932762815,51334.974547426,4447.057705884,21579.225344899,4528.515338079,20049.771913138,10715.416919870006,40619.55685193467,64382,0.9068746017372536,0.5169756680856423,0.5700630132272955,0.8291320471230251,0.1708679528769749,0.20873521442911264,0.7912647704618642
301,2022,46927.98052379,15675.121218597,51334.974547426,0,0,1442.481481414,5724.481481177,10701.804340866003,40633.16946108094,64382,0.9141522117720233,0.3053497417070984,0.3340250537874849,NA,NA,0.20847004279663378,0.7915299426815113
302,2000,0,0,0,116670,160550,0,0,0,0,634523,NA,NA,NA,0.5791429189813144,0.4208570810186855,NA,NA
302,2002,0,0,0,0,0,84969,133025,0,0,634523,NA,NA,NA,NA,NA,NA,NA
302,2004,510913,333029,582909,119852,207272,0,0,0,0,634523,0.8764884398765502,0.5713224534189728,0.6518311336763793,0.6336190557709004,0.36638094422909967,0,0
302,2006,512704,0,596261,0,0,99846,134077,239771.07957343746,356489.92117090477,634523,0.8598650590932494,0,0,NA,NA,0.40212437099430864,0.597875630254041
302,2008,521861,345765,622965,117811,217453,76146,238115,230749.49117390902,392215.4934382329,634523,0.8377051680270963,0.5550311815270521,0.6625614866794032,0.6486022955044383,0.3513977044955617,0.37040522529180453,0.6295947500071961
302,2010,524247.7886905092,204309.90069699776,622878.3133406808,0,0,0,0,226541.95149584528,396336.3603875052,634523,0.8416536223244202,0.32800933395998855,0.38972010012160974,NA,NA,0.363701780337854,0.636298217322475
302,2012,512678.79390936333,323703.5740407539,622878.3133406808,100049.70004728509,213061.26475784535,65589.14071513979,219493.21094111755,206671.1605867461,416207.15156663675,634523,0.8230801794329862,0.5196899091006008,0.6313964569753231,0.6804656773691953,0.3195343226308047,0.3318002186948964,0.6681997793989561
302,2014,532640.6226079945,199631.3338925438,645155.208760652,0,0,53049.55873574971,127147.06589584873,186098.17188589074,459057.0334257177,634523,0.8256007475026066,0.3094314843648819,0.37479554772799545,NA,NA,0.288454885520318,0.711545109133614
302,2016,548930.9093010512,340553.94498606736,645155.208760652,98048.66788351693,216233.62064388688,0,0,189321.68726790504,455833.5196289038,634523,0.8508509298956938,0.5278635905928343,0.6203949153085434,0.6880235652383332,0.31197643476166675,0.2934513814615144,0.7065486156495016
302,2018,561813.074502729,303982.9588743358,703809.2338007926,0,0,124267.9623646489,171609.62576210016,293628.9109143669,410180.3253048284,634523,0.7982462399203838,0.4319110126372336,0.5410749102686808,NA,NA,0.4171995717201348,0.5828004317160275
302,2020,570451.3595043322,411585.12399585504,703809.2338007926,138925.32753308094,262048.01084637654,127466.58912793396,264606.0716217613,264512.5494241683,439296.69577312446,634523,0.8105198569557184,0.5847964252659277,0.7215078325932701,0.6535297631145485,0.34647023688545153,0.37582989355754376,0.6241701226350544
302,2022,581614.9813465361,242733.35615962633,703809.2338007926,0,0,0,0,264512.5494241683,439296.69577312446,634523,0.8263815724690498,0.34488515424668326,0.41734371352962396,NA,NA,0.37582989355754376,0.6241701226350544
401,2000,0,0,0,72022,115748,0,0,0,0,423152,NA,NA,NA,0.6164350002662832,0.38356499973371677,NA,NA
401,2002,0,0,0,0,0,60892,85944,0,0,423152,NA,NA,NA,NA,NA,NA,NA
401,2004,328140,220140,371513,85095,130652,87233,127629,0,0,423152,0.8832530759354316,0.5925499242287618,0.6708721886999451,0.6055796836108961,0.3944203163891039,0,0
401,2006,328140,130066,378767,0,0,0,0,150565.5386541989,228201.45872194172,423152,0.8663373525148707,0.3433931678314109,0.3963734991162309,NA,NA,0.3975149330701959,0.6024850600024335
401,2008,348509,256435,393275,119140,133282,127554,117940,170674.1507160558,222600.84754438393,423152,0.8861712542114296,0.6520500921746869,0.7358059619694183,0.5280126137975295,0.4719873862024705,0.4339816940208653,0.5660183015558679
401,2010,352098.2427810185,156278.80522987235,393375.4519809254,0,0,56164.40216246297,94183.45591498929,165648.56750032317,227726.88305781264,423152,0.8950691788416212,0.3972764554648678,0.4438500004871291,NA,NA,0.4210953344093149,0.5789046619738107
401,2012,375699.73652099166,265430.4908453739,393375.4519809254,117169.15794737023,142230.69821136963,0,0,171448.76225233512,221926.6850293315,423152,0.9550665518884721,0.6747510285879367,0.7064963454680074,0.5483067736334113,0.4516932263665887,0.43584001337391176,0.5641599746800994
401,2014,374020.80745342514,167326.10768639506,413458.14197682944,0,0,71782.59202178306,89227.1090820448,181604.09194177747,231854.058960366,423152,0.9046158957353065,0.40469902681411496,0.4473711204081375,NA,NA,0.4392321096241823,0.5607679119628011
401,2016,387423.02808486705,266002.35945200926,413458.14197682944,115069.32434724088,146284.75994518318,433940.0114560477,578805.6525954643,174581.71391188505,238876.4311865555,423152,0.937030835171166,0.64335982883345,0.6865940849384411,0.5597186680331652,0.4402813319668348,0.422247613935412,0.5777523936145932
401,2018,394906.6191906498,206351.57722329427,453319.00322841463,0,0,0,0,0,0,423152,0.8711450796861202,0.455201691863157,0.5225325866813935,NA,NA,0,0
401,2020,408035.43327646574,310027.63371188036,453262.4790483766,550117.145181259,667702.5052512516,132774.04482145244,159535.50135312378,205798.56935296018,247463.90209108652,423152,0.900218862441769,0.683991391395958,0.7598056649698364,0.5482770006331528,0.4517229993668471,0.4540383968799574,0.5459615863431633
401,2022,407213.2371636766,210597.46592625833,453262.4790483766,0,0,90062.47226663554,114890.0296710707,203313.73834129344,249948.74188638836,423152,0.8984049110321678,0.464625852923911,0.5171675346143282,NA,NA,0.4485562951695232,0.551443707432292
402,2000,0,0,0,14200,19331,0,0,0,0,90577,NA,NA,NA,0.5765112880617935,0.4234887119382064,NA,NA
402,2004,54187,37621,69148,15459,21403,0,0,0,0,90577,0.7836379938682246,0.5440649042633192,0.6942809160868844,0.5806250339102599,0.4193749660897401,0,0
402,2006,54187,26846,68492,0,0,11345,13525,29693.264357031043,38798.73448896429,90577,0.7911434912106523,0.3919581848975063,0.49543248380607896,NA,NA,0.43352894289889393,0.566471040252355
402,2008,57275,40928,67180,18136,21560,24520,9814,32695.293652413664,34484.7080329064,90577,0.8525602857993451,0.6092289371836856,0.7145875163683981,0.5431277710600564,0.45687222893994356,0.48668195374238854,0.5133180713442452
402,2010,57070.72718395712,27023.0303852512,67184.7438958448,0,0,0,0,32697.458585686596,34487.286995478265,90577,0.8494596224469168,0.4022197424335572,0.4735007195220655,NA,NA,0.48667981285121553,0.5133202122336469
402,2012,57731.887683144,40237.9142702256,67184.7438958448,16589.9864351648,21919.81421596096,16855.67938144656,21668.97352143712,32983.32325087916,34201.42140358318,90577,0.8593005544926184,0.5989144549334839,0.6969790160174145,0.5692009266560609,0.43079907334393913,0.4909347172925533,0.5090652939989617
402,2014,56171.829191553916,22179.71535540704,65094.8502441904,0,0,9379.37862181408,12094.56874661152,31413.67284597496,33681.17847080428,90577,0.8629227808472784,0.3407291862905321,0.39485478174070243,NA,NA,0.4825830726721516,0.517416943805171
402,2016,57000.97818775648,38677.93684211936,65094.8502441904,13499.78752035104,23813.01508411168,0,0,26627.547675241014,38467.303780868446,90577,0.8756603321757195,0.5941781369344389,0.6785486507743332,0.6381995835730543,0.3618004164269458,0.4090576685460226,0.5909423500717184
402,2018,55935.93445471232,30120.425393392,65614.59829954989,0,0,11583.7590884464,18037.61139447328,25734.60541046855,39879.992153294654,90577,0.8524922182613748,0.45905067125281207,0.5384807760345641,NA,NA,0.3922085340366259,0.607791454749609
402,2020,57617.7798010998,41666.74856320712,65604.26834242282,44536.48946237073,79123.8153369214,16880.78223520609,23805.85669534675,25693.129503461416,39911.1396233824,90577,0.8782626688306716,0.6351225250425273,0.7231578291812589,0.6398481344950909,0.3601518655049092,0.3916380771043067,0.6083619348525524
402,2022,58282.83877821629,23993.24810205002,65604.26834242282,0,0,0.6654487329600001,2.08986069996,25693.090488073718,39911.17863867411,90577,0.8884001033897341,0.36572693680259905,0.411669174065998,NA,NA,0.3916374823962384,0.6083625295591576
500,2000,0,0,0,159217,228481,0,0,0,0,904324,NA,NA,NA,0.5893272598775335,0.41067274012246646,NA,NA
500,2002,0,0,0,0,0,118672,151936,0,0,795613,NA,NA,NA,NA,NA,NA,NA
500,2004,685746,464035,801397,188564,266182,183796,220731,0,0,904324,0.8556882543857788,0.5790326142972834,0.6766864115867974,0.5853421470447239,0.41465785295527613,0,0
500,2006,685746,253130,816868,0,0,12359,18509,344523.62518574455,472344.37178848754,904324,0.8394820215750892,0.30987870745334617,0.3691308443651148,NA,NA,0.42176168632599703,0.5782383099698942
500,2008,778117,544444,847810,256433,275192,279236,229374,386430.4910880148,461379.5152224732,904324,0.9177964402401482,0.6421769028437976,0.6996942619169096,0.5176430754761345,0.4823569245238655,0.4557984584848195,0.5442015489584614
500,2010,773933.8473185379,328590.00610354316,847766.2135707808,0,0,110292.25565461589,166471.6334995873,375486.3203821308,472279.8784392375,904324,0.9129095202541018,0.3875950714283907,0.4245711791027291,NA,NA,0.4429125794015629,0.5570874032004655
500,2012,805928.1257058356,563391.7145975776,847766.2135707808,255404.52079979755,295332.936658475,22867,27422,382793.8031959062,464972.41403585934,904324,0.9506490265886822,0.6645602355684578,0.699059502488707,0.5362499547814965,0.4637500452185035,0.4515322704163727,0.5484677339020168
500,2014,792444.7288907713,352742.7036377061,880061.9654571171,0,0,156243.7512423221,184538.52393806537,398896.69392987806,481165.2673373804,904324,0.9004419688551861,0.4008157578477856,0.44513224806411367,NA,NA,0.4532597812276608,0.5467402140114714
500,2016,814975.4659051042,567022.3667940687,880061.9654571171,249656.95544182733,302319.326525524,887445.3220827904,1096678.8042325992,382931.78676747077,497130.17585522,904324,0.926043276375197,0.6442982301814952,0.695753909799406,0.5477034727796616,0.4522965272203385,0.43511911865043545,0.5648808781288523
500,2018,829839.7945030167,440733.9227303371,974376.7294838167,0,0,17523,22441,36946.559350484895,45722.16186323801,904324,0.8516621645332505,0.45232394144287413,0.5311072397947467,NA,NA,0.03791814626982893,0.046924521573354555
500,2020,854868.6141380375,648023.6384528402,974466.5502808231,1149645.7937561863,1346751.9625105986,288652.47622013633,327496.5766112953,451553.94804849726,522912.59967187676,904324,0.8772683001706731,0.6650034711464358,0.7580388702259717,0.5394781176716752,0.46052188232832475,0.4633857857084656,0.5366142116639951
500,2022,854420.3924430893,433016.6384926906,974466.5502808231,0,0,171762.63519406653,215323.11440566042,441720.8396970098,532745.699070229,904324,0.8768083339513923,0.4443627524904813,0.5067957674260831,NA,NA,0.4532950254369574,0.5467049627477737
601,2000,0,0,0,11237,23052,0,0,0,0,81602,NA,NA,NA,0.6722855726326227,0.32771442736737727,NA,NA
601,2002,0,0,0,0,0,11185,17124,0,0,81602,NA,NA,NA,NA,NA,NA,NA
601,2004,58949,40167,70382,12339,26489,13618,25194,0,0,81602,0.8375578983262766,0.5706998948594811,0.6813856045055896,0.6822138662820645,0.3177861337179355,0,0
601,2006,58688,23348,71268,0,0,0,0,24998.11762893106,46269.88085174769,81602,0.8234831902115957,0.3276084638266824,0.39783260632497275,NA,NA,0.3507621601410319,0.6492378185405467
601,2008,62600,43264,73040,13806,28204,16834,23916,26677.618204951785,46362.38116979596,81602,0.8570646221248631,0.5923329682365827,0.6911182108626198,0.6713639609616758,0.3286360390383242,0.3652466895530091,0.6347533018865822
601,2010,58759.38476378434,27902.11528128008,69107.64182928606,0,0,8360.87751945443,18091.23172360361,23266.986942299176,45840.65384076229,81602,0.8502588600684043,0.403748623780357,0.47485376835458665,NA,NA,0.3366774835086215,0.6633225013523205
601,2012,58010.069553689325,40008.33173823021,69107.64182928606,11497.0994260479,27210.85046849578,0,0,22493.258299534602,46614.382484547124,81602,0.839416134282072,0.5789277521154788,0.6896790858215022,0.7029783427598023,0.29702165724019775,0.325481490963023,0.6745184939126824
601,2014,56955.849318493565,26734.662482946478,69210.76916813155,0,0,7518.1659780665905,17158.90109263108,22110.287362595005,47100.48386614569,81602,0.8229333383094256,0.38627893901888016,0.46939274548339904,NA,NA,0.3194631070907936,0.6805369226821618
601,2016,58520.91831686201,42413.53599565395,69210.76916813155,9488.99623422508,31396.264262455472,32349.996405358375,107305.83622488714,19789.432854463335,49421.33580089677,81602,0.8455464231975082,0.6128170009586236,0.7247585515662194,0.7679115622854968,0.23208843771450313,0.2859299657021509,0.7140700268890101
601,2018,58783.73420645372,32665.329851448412,70993.12986819775,0,0,0,0,0,0,81602,0.8280200396233921,0.4601195906152216,0.5556865396935291,NA,NA,0,0
601,2020,58411.598826670874,47375.64621970306,69355.0136594745,42392.64226207611,144174.40320465574,11244.73105496009,33328.76496054975,16592.884200825923,52762.12945974276,81602,0.8422116260183498,0.6830889898214466,0.8110657330282017,0.7727752928925733,0.2272247071074267,0.23924563380947717,0.7607543662062994
601,2022,58964.24589738605,33467.14031468754,69355.0136594745,0,0,7119.922165510189,25470.494063779788,15807.029266702317,53547.983118480886,81602,0.850180005542123,0.4825482477590953,0.5675836230133349,NA,NA,0.2279147307837483,0.7720852508427957
602,2000,0,0,0,8816,15069,0,0,0,0,59132,NA,NA,NA,0.6308980531714465,0.36910194682855346,NA,NA
602,2002,0,0,0,0,0,1840,1846,0,0,9590,NA,NA,NA,NA,NA,NA,NA
602,2004,38232,26722,50133,9227,17047,1908,2754,0,0,59132,0.7626114535336006,0.5330221610516027,0.6989432935760619,0.6488163203166628,0.35118367968333714,0,0
602,2006,38233,19175,49987,0,0,6308,9549,19143.37691840513,30843.623777806402,59132,0.7648588633044592,0.38359973593134217,0.5015300918055083,NA,NA,0.38296710981665494,0.6170329041111969
602,2008,39803,28172,49695,9662,17168,13894,10622,20429.37090724792,29265.6283149108,59132,0.8009457691920716,0.5668980782774927,0.7077858452880437,0.6398807305255311,0.3601192694744689,0.41109509824424834,0.588904886103447
602,2010,41708.363225245346,20593.994012476447,51673.0611176385,0,0,1715.215593742,3104.792217661,20795.01863229589,30878.04227070722,59132,0.8071587462235381,0.3985441072591445,0.49376174033152326,NA,NA,0.40243442487283865,0.5975655709734421
602,2012,42612.0998470843,29108.62827538575,51673.0611176385,8624.2513019674,19035.92451912055,7453.9999775569,14561.99995045335,20327.48483454188,31345.575816931887,59132,0.8246482582108676,0.5633230864553828,0.6831071076019147,0.6882069239996542,0.3117930760003457,0.39338650342902043,0.6066134875495529
602,2014,41822.076476625254,17939.76771457165,51871.0853076335,0,0,5929.9317190435495,10943.94637284775,19680.15458290647,32190.93055325078,59132,0.8062695474480577,0.3458529469390451,0.4289544954707917,NA,NA,0.3794051052949587,0.6205948913992256
602,2016,43140.50077147525,30127.461684456997,51871.0853076335,6283.24060184585,22559.349014521602,6063.525944342,17003.143813110997,15596.758713613432,36274.326107317436,59132,0.8316868736333645,0.5808141762559835,0.6983567910824403,0.7821540754343269,0.2178459245656731,0.3006830996712955,0.6993168909457771
602,2018,42758.1056157296,24056.14015821845,53070.41379583944,0,0,4490.9999872086,13488.99995483095,10509.25155195344,31255.584942388323,59132,0.805686305371934,0.45328721669218225,0.5626100551416577,NA,NA,0.19802467703346482,0.5889455669712277
602,2020,46085.06229003664,35189.39517756221,54535.61767825532,24063.00161083214,88515.19102648165,8726.469074957211,25043.5102002585,13388.518868068586,41147.09978070531,59132,0.8450452062709813,0.6452552785808655,0.7635748641522392,0.7862552147345763,0.21374478526542368,0.24550045342948254,0.7544995643665674
602,2022,47057.61276612828,24256.19257935142,54535.61767825532,0,0,1753.1928686694303,4983.6409862818,13345.109881892367,41190.50893580476,59132,0.8628785144372041,0.44477707619369194,0.5154573543690437,NA,NA,0.2447044784680854,0.755295542425449
700,2000,0,0,0,43473,72856,0,0,0,0,316059,NA,NA,NA,0.6262926699275331,0.37370733007246687,NA,NA
700,2002,0,0,0,0,0,2713,3939,0,0,14416,NA,NA,NA,NA,NA,NA,NA
700,2004,197194,136881,270582,49122,85826,95285,141360,0,0,316059,0.728777228344827,0.5058762223651241,0.6941438380478108,0.6359931232771141,0.36400687672288584,0,0
700,2006,15983,91921,275123,0,0,0,0,104972.54007438521,170150.4544994222,316059,0.058094016130966875,0.3341087440890075,5.751173121441532,NA,NA,0.38154767167552406,0.618452308601688
700,2008,207033,153369,284205,59178,91786,63030,85511,112472.52943814141,171732.47074424865,316059,0.7284636090146197,0.539642159708661,0.7407949457332889,0.6079992581012692,0.3920007418987308,0.3957443726821886,0.6042556279595667
700,2010,210807.80555035654,106302.07782970018,284281.14226794546,0,0,23793.07451453759,64343.67508351296,104504.93928887669,179776.20298204425,316059,0.7415469203077227,0.37393292070532963,0.5042606347150052,NA,NA,0.3676112261796702,0.6323887738307965
700,2012,224519.62716775303,155661.3786342359,284281.14226794546,58517.036134462876,93133.20971617142,0,0,103150.30515888985,181130.83776917652,316059,0.7897802343714203,0.5475613943028248,0.6933085565741266,0.6141316104947275,0.3858683895052724,0.3628461048663822,0.6371538974556885
700,2014,224100.21371198058,94027.77710265566,298858.35324644455,0,0,50073.4022188342,103988.97911012569,106084.80850516509,192773.55250203738,316059,0.7498542747011093,0.3146232189304693,0.41957914963661125,NA,NA,0.35496685086023155,0.6450331751077825
700,2016,244772.42177166304,167453.4442060824,298858.35324644455,54570.42154769494,105304.41254354552,56612.2967989196,125277.85295873712,96146.58843207068,202711.7649434177,316059,0.8190248628246266,0.5603104025270358,0.684118917458324,0.6586678456438514,0.3413321543561486,0.32171290307815587,0.6782870973536334
700,2018,273985.0885477006,131375.0069925197,335302.4906189563,0,0,0,0,0,0,316059,0.8171281043631201,0.3918104119954677,0.4794969233139394,NA,NA,0,0
700,2020,305634.8704843658,204084.05166330579,341565.7541245289,417600.456310292,764084.9582150107,73076.23236197984,126722.4460836447,122711.22810530216,218854.52468447323,316059,0.8948053684941045,0.5974956481992639,0.6677381129315392,0.6466060669132935,0.35339393308670664,0.3592609230390345,0.6407390730532156
700,2022,297902.6407612951,135298.39342228393,341565.7541245289,0,0,75031.86621239274,182849.6285645162,111159.70399388902,230406.05125984465,316059,0.872167766129988,0.3961122910845345,0.4541698357440762,NA,NA,0.32544159551007606,0.6745584077958899
800,2000,0,0,0,48845,88223,0,0,0,0,367044,NA,NA,NA,0.6436440307000905,0.35635596929990954,NA,NA
800,2002,0,0,0,0,0,41056,63481,0,0,367044,NA,NA,NA,NA,NA,NA,NA
800,2004,257292,157433,315667,52087,102397,59418,92664,0,0,367044,0.8150741129101237,0.49873125793953754,0.6118845514046297,0.662832396882525,0.33716760311747496,0,0
800,2006,257292,106760,321563,0,0,0,0,118747.38985446058,202815.6095502385,367044,0.8001293681176006,0.33200337103460287,0.4149371142515119,NA,NA,0.3692818821022959,0.630718116046431
800,2008,281670,193960,333355,70101,120985,82011,102001,128736.6280542312,204618.3754092431,367044,0.8449550779199352,0.5818421802582832,0.6886072354173324,0.6331442387197388,0.36685576128026126,0.38618478215185376,0.6138152282378938
800,2010,283315.8627784749,119698.52178124574,333317.4224021727,0,0,38306.49372307992,76744.53487605564,122419.4952202404,210897.92767617648,367044,0.8499881606447589,0.35911270679640744,0.4224914221440477,NA,NA,0.3672760167709806,0.6327239847118228
800,2012,297069.21989515336,200811.1990463836,333317.4224021727,70622.98406903743,126139.5334818715,0,0,122095.0053121806,211222.41709064777,367044,0.8912502015472713,0.6024623543502916,0.6759744382715155,0.641075012923816,0.35892498707618403,0.3663025005781538,0.6336974994238133
800,2014,292854.6980278071,125505.09146679037,345452.13001831796,0,0,43345.830434821255,76272.71433975185,126136.93172805358,219315.19983171663,367044,0.8477432112295217,0.3633067524005,0.42855754854536576,NA,NA,0.36513577647173584,0.634864227990394
800,2016,307575.3453803467,206619.2600143215,345452.13001831796,63543.028569423484,140939.78410309672,250212.98788864264,533506.5212750232,118332.79555420174,227119.3329218399,367044,0.890355909410769,0.5981125662862907,0.6717679525282392,0.689250026743383,0.310749973256617,0.3425446980104799,0.6574552975250049
800,2018,314608.6373429267,157261.36364435987,376971.1246052596,0,0,0,0,0,0,367044,0.8345695911652783,0.4171708477911512,0.4998634652008722,NA,NA,0,0
