czone,lon,lat,pop1990,counties_in_cz
31502,-99.10584863793655,28.721156023923953,18726,2
31503,-99.2993800471865,27.688430066329328,147627,3
31600,-97.95973586778518,26.308843259373297,701888,4
31700,-97.66017650771443,27.75374966846122,465297,9
31800,-96.31197591432998,30.667937421148704,169826,4
31900,-95.6418799755017,29.159220657142857,268590,3
32000,-95.40030291212987,29.84266552914029,3601782,10
32100,-94.17165028732875,30.14812049209011,453230,7
32201,-95.13821842240144,31.0726299236047,164552,5
32202,-94.39035546507439,31.61067819629763,94372,4
32301,-100.48203518320534,31.40983818736509,107939,5
32302,-99.72268858167503,31.52456648364769,23116,3
32303,-99.77414118575462,30.629189341073108,6374,2
32304,-99.9047299401611,29.583726986937457,32153,4
32305,-101.12897341849711,29.86467938351445,43250,3
32306,-100.31451,28.74259,36378,1
32401,-101.58264384588041,32.33864597994462,53452,5
32402,-100.40517357902593,32.4027268306587,21436,2
32403,-100.91273040419378,32.634658976066525,27660,3
32501,-99.68239838144929,32.37424601193392,178818,6
32502,-100.22709409512194,34.40544158914634,8200,2
32503,-99.97064611413076,33.38032233522145,16595,5
32601,-98.66696708791451,33.95239016637578,140375,3
32602,-98.59101168551524,33.19143544302812,26987,3
32603,-99.213531,33.616478,4385,1
32604,-99.40446788336786,34.12200577268223,22198,3
32701,-99.02924715013053,31.68875263942014,54013,4
32702,-98.29380545864983,32.0740084016088,49105,3
32801,-97.20158425362698,31.60001135711304,249106,4
32802,-96.37294842806782,31.76248183283532,89355,4
32900,-97.59329060401679,31.130021021162698,268822,3
33000,-97.36418149667936,32.75673980944324,1443402,8
33100,-96.7849386169153,32.850515968641766,2584139,7
33200,-95.73929963720907,33.31577691603175,163014,6
33300,-95.46910121285246,32.267556378218096,366249,6
33400,-94.66872562189535,32.449906275238824,269555,6
33500,-94.43847933748262,33.31196553482044,218995,8
33601,-98.28443938855511,34.57964341570417,167446,4
33602,-99.36861324374294,34.71873976779026,50463,4
33603,-98.92424,34.372787,10384,1
33700,-97.15734594720755,34.34679580424835,110584,6
33801,-99.25556599508948,35.46356896247777,61297,4
33802,-98.08756583912367,35.08221409237415,71297,2
33803,-97.38318273443794,35.470282473646584,1026679,9
33901,-96.43857012872147,34.71033480284627,65700,4
33902,-96.49620810319655,33.692322642843976,151914,3
34001,-93.30537655761893,34.26974925551809,184167,8
34002,-94.79266317921866,34.18994736424667,90716,5
34201,-109.89918696480113,48.57321160317876,26677,3
34202,-112.50755859194913,48.564387453644066,23600,3
34203,-111.32716366548158,47.37173504812642,91696,4
34204,-109.18417819473099,47.25754579741311,12602,2
34301,-109.09098855413464,44.522504350146875,33703,2
34302,-107.95950230734259,43.8371948974767,13197,2
34303,-108.63042,43.040531,33662,1
34304,-107.0038882177663,44.852524037545074,41044,3
34305,-105.55128453211009,46.316965245871565,13080,2
34306,-106.99281,47.277699,1589,1
34307,-106.59510329497365,46.09901928643552,13469,3
34308,-108.38517143145964,45.90128297092136,133053,5
34309,-110.3103269618696,46.52534390455104,4065,2
34401,-112.89889,45.132748,8424,1
34402,-111.05347520142818,45.546218550040415,74220,5
34403,-112.2997393508306,46.94612077651824,58752,3
34404,-112.80789476445577,46.075172621649465,53387,4
34501,-116.46288,48.767021,8332,1
34502,-115.4052,48.542526,17481,1
34503,-114.16477908049208,48.08107590633996,88928,3
34504,-114.00304127733338,46.816778851035394,107012,3
34601,-105.26783056869506,44.22711088616386,41182,3
34602,-106.93061,41.694592,16659,1
34603,-106.59986887276446,42.96379383569671,72354,2
34604,-104.47537,43.056511,2499,1
34801,-104.77776170176092,35.87183611031398,42932,3
34802,-106.10594455502331,35.8838365167253,174526,4
34803,-103.57232232599492,35.16730472099915,11810,2
34804,-103.47102,36.481754,4124,1
34805,-106.06641121546002,37.54270732638596,40207,6
34901,-106.73736821424563,35.079775068135945,623210,5
34902,-107.14842241068853,33.99364516875397,17327,2
35001,-112.40303492165694,33.334096345616096,2278696,3
35002,-109.73743624443031,32.99819795225971,34562,2
35100,-111.50407000130953,32.04925741758795,794180,3
35201,-108.33290316680048,38.85200633362169,144496,5
35202,-107.04339891340781,38.630053794692735,10740,2
35300,-108.14605238346195,36.737106291300904,129979,4
35401,-112.17621407439587,35.23739300966229,209474,3
35402,-109.05791499131018,37.468022391285785,32797,3
35500,-109.43982141821093,35.45332586659664,199935,3
35701,-114.51004762114808,42.65687386793685,97938,6
35702,-113.61888319980459,42.567866332193454,38893,2
35801,-116.3151871045566,43.49638445273635,340801,6
35802,-117.20484462114382,43.66635004978245,51022,3
35803,-115.87460092278116,44.80944316041867,9363,2
35901,-113.42713814974229,37.511979064103954,74114,3
35902,-110.95681915632541,39.40919831489353,46819,3
35903,-109.57111,38.981731,6620,1
35904,-111.75497960556845,38.55050479940062,20688,3
35905,-110.90366,38.324364,2177,1
36000,-111.75140711134857,40.06870173972003,280740,3
36100,-111.9602673864631,40.80239602779206,1129963,7
36200,-112.1812632820457,41.71012383359019,119392,4
36301,-112.01283736703738,43.25548462422183,237736,9
36302,-114.06374361856419,44.68024303081944,11032,2
36303,-110.73555899869962,43.892716256176854,14611,2
36401,-107.6638625438457,40.43724657908139,31417,3
36402,-109.84735066215285,40.18737350149185,34856,2
36403,-111.45376865716257,42.54400412508622,13047,2
36404,-109.6952501690974,41.729734952022326,77411,6
36501,-121.6548933875055,41.86494650360626,138509,4
36502,-118.96786,43.064026,7060,1
36503,-120.38746,42.793362,7186,1
36600,-122.08930689272404,40.60277145945052,196661,2
36700,-123.79831480976843,40.69395592746311,132181,2
36800,-122.97632310211542,42.41215061392187,209038,2
36901,-124.01415197232805,42.06595654420735,42787,2
36902,-123.5121360904197,43.237349130252646,154922,2
37000,-120.80799718144854,37.48987760465306,611683,4
37100,-118.72981,35.342907,543477,1
37200,-119.44640026480576,36.59013239884771,1168970,4
37300,-121.66291908754441,39.45420854144161,345836,5
37400,-121.19634401662204,38.454558785288505,2131027,10
37500,-121.64083154188768,37.031577704954266,2119668,4
37601,-115.51012762937935,40.64837035570178,50607,4
37602,-118.18579043073342,41.162916480325954,17180,2
37603,-120.79213800537798,39.94360418094288,23057,2
37604,-119.57338835696937,40.31638268729792,335575,5
37700,-122.95225975672093,38.7254364042947,519198,3
37800,-122.1228973603344,37.78152966951924,4137778,7
37901,-114.91493968891051,36.20562882488671,857856,5
37902,-118.43522,38.538811,6475,1
37903,-117.93115140631087,37.01456502787123,28237,2
38000,-116.73301,33.035835,2498016,1
38100,-114.64356430276874,32.90596520085292,216198,2
38200,-120.16009224261636,34.937330922225065,586770,2
38300,-117.80432250413378,34.229684629251864,14545373,6
38401,-116.51903685496971,46.24924648009721,79411,6
38402,-117.16503100587964,46.86364961452329,69392,2
38501,-119.27443422887319,47.16139939085151,68361,2
38502,-120.30917972786948,47.824636936205465,78455,2
38601,-117.22374472020071,47.66612879307558,497428,7
38602,-118.80493414304536,48.47614649953962,70593,3
38700,-123.29682903183289,46.499821847961385,201804,5
38801,-122.54982172445295,45.53203092802722,1458190,6
38802,-121.18480324702381,45.48213184087886,57120,4
38901,-122.86063550220983,44.499649603652394,788525,6
38902,-123.81032028085149,44.93507982622935,60459,2
39000,-120.73141860870898,46.53961168104088,215548,2
39100,-119.04810768014255,46.11412876149534,269370,6
39201,-117.87767487986636,45.07373930296801,38915,2
39202,-117.18108,45.57983,6911,1
39203,-121.10123422161662,44.04120337134654,102745,3
39204,-120.12862573401864,45.085674943784134,3113,2
39205,-119.00739,44.491249,7853,1
39301,-122.96276,48.578598,10035,1
39302,-121.71741,48.825668,127780,1
39303,-123.84456504947136,47.96986991776531,76610,2
39400,-121.9840145356944,47.473937674261066,3147582,9
